ed_id,ed_name,county,population_2006,score_2016,decile_2016,population_2011,score_2011,decile_2011,population_2016,score_2016,decile_2016
E19089,Molahiffe,Kerry,1384,-0.797637734,4,1490,-0.670224837,4,1570,-0.943277321,3
E19090,Muckross,Kerry,849,-1.423708047,2,776,-1.157009085,3,835,-1.669310753,1
E19091,Rathmore,Kerry,1647,-0.022580362,7,1838,-0.230540206,6,1812,-0.207419932,6
E19092,Rockfield,Kerry,338,-0.457760916,5,407,-0.626196024,5,438,-0.845687847,4
E19093,Ardagh,Kerry,691,1.057463162,9,710,0.850779646,8,669,0.98192456,9
E19094,Astee,Kerry,503,-0.578532366,5,481,-0.299166603,6,480,-0.35271826,6
E19095,Ballincloher,Kerry,429,-0.281889079,6,460,-0.241521094,6,457,-0.518532016,5
E19096,Ballyconry,Kerry,435,-0.317333223,6,442,-0.173578159,6,418,-0.596755006,5
E19097,Ballyduff,Kerry,921,1.739020927,9,868,1.434894697,9,842,1.305527232,9
E19098,Ballyegan,Kerry,116,-0.811850379,4,105,-1.277036589,2,115,-0.802218823,4
E19099,Ballyhorgan,Kerry,405,-0.348895797,6,423,-0.132790682,6,424,-1.312750741,2
E19100,Beal,Kerry,162,-0.463635433,5,162,-1.108179629,3,143,-0.596617771,5
E19101,Carrig,Kerry,409,1.240433497,9,397,1.328522805,9,351,1.424290844,9
E19102,Causeway,Kerry,571,0.991544381,9,647,1.730755077,9,647,1.140683927,9
E19103,Cloontubbrid,Kerry,318,-0.554025178,5,335,-0.427018548,5,322,-0.639757564,5
E19104,Drommartin,Kerry,461,0.246413284,7,519,0.830060094,8,540,0.145674407,7
E19105,Duagh,Kerry,470,0.318191595,8,512,0.046085634,7,532,0.195233468,7
E19106,Ennismore,Kerry,584,1.27560669,9,612,1.3326791,9,569,0.801285551,8
E19107,Gullane,Kerry,220,-0.208666621,6,247,0.160215564,7,248,0.120828341,7
E19108,Gunsborough,Kerry,342,0.434635188,8,365,-0.202040925,6,378,-0.466682633,5
E19109,Kilfeighny,Kerry,843,-0.283010529,6,944,-0.199392536,6,950,-0.440265622,6
E19110,Killehenny,Kerry,1795,1.660559584,9,1804,1.458402602,9,1871,1.697038942,9
E19111,Killury,Kerry,533,0.37231239,8,542,-0.424369362,5,502,0.496417967,8
E19112,Kilmeany,Kerry,666,-0.118608856,7,771,0.348595121,8,764,0.230622829,7
E19113,Kilshenane,Kerry,263,0.537022317,8,255,1.529759053,9,227,0.711334333,8
E19114,Kiltomy,Kerry,411,0.053037872,7,445,0.247101406,7,425,-0.066954775,7
E19115,Leitrim,Kerry,499,-0.418777966,6,512,-0.580012071,5,545,-0.590984971,5
E19116,Lislaughtin,Kerry,646,-0.756184237,4,627,-0.371211971,6,587,0.120783025,7
E19117,Lisselton,Kerry,342,0.731049259,8,353,-0.05443252,7,369,-0.456579553,5
E19118,Listowel Rural,Kerry,1397,-0.595290899,5,1567,-0.473430823,5,1584,-0.309817478,6
E19119,Lixnaw,Kerry,790,1.495872886,9,1016,1.96278735,9,1050,2.090529198,9
E19120,Moynsha,Kerry,455,-0.508991253,5,513,-1.183350656,3,515,-0.951308049,3
E19121,Newtownsandes,Kerry,1036,0.37494108,8,1072,0.601146915,8,1018,0.696709969,8
E19122,Rathea,Kerry,420,-0.504851527,5,421,-0.07783603,7,417,-0.682941147,5
E19123,Shronowen,Kerry,239,-0.697434997,5,239,-1.047964044,3,237,-0.549551921,5
E19124,Tarbert,Kerry,810,0.407879921,8,779,0.714561237,8,761,1.055543261,9
E19125,Tarmon,Kerry,492,-0.082866242,7,521,-0.418035652,5,476,-0.083730081,7
E19126,Trienearagh,Kerry,411,-0.064164828,7,493,0.910993736,8,488,0.389513655,8
E19127,Urlee,Kerry,356,1.305127546,9,369,0.397591144,8,377,-0.569044636,5
E19128,Abbeydorney,Kerry,969,0.784783252,8,1184,0.412253438,8,1149,0.009866307,7
E19129,Arabela,Kerry,1298,-0.81393406,4,1290,-1.100681417,3,1401,-1.507414509,1
E19130,Ardfert,Kerry,935,1.230590427,9,997,1.843213211,9,973,1.884018357,9
E19131,Ballyegan,Kerry,301,-2.080016107,1,374,-1.392258008,2,386,-1.675499369,1
E19132,Ballyheige,Kerry,1459,1.527840435,9,1412,1.439691962,9,1490,1.365754298,9
E19133,Ballynahaglish,Kerry,1406,0.123754782,7,1600,-0.766988455,4,1631,-0.924552246,4
E19134,Ballynorig,Kerry,476,0.028778923,7,512,-0.434615034,5,512,-0.163011265,6
E19135,Ballyseedy,Kerry,1574,-0.22583749,6,1739,-0.03356308,7,1808,0.49632186,8
E19136,Banna,Kerry,732,-0.731076747,4,714,-0.668986222,4,722,-0.378664673,6
E19137,Baurtregaum,Kerry,419,-0.311191311,6,431,-0.598177942,5,375,-1.107862244,3
E19138,Blennerville,Kerry,711,-0.603798036,5,698,-0.817404982,4,658,-0.5656666,5
E19139,Boolteens,Kerry,422,-0.905303621,4,478,-0.776979584,4,482,-1.245839244,2
E19140,Brosna,Kerry,755,0.482073213,8,756,0.642600585,8,695,0.457040749,8
E19141,Carker,Kerry,438,-0.791823378,4,434,-0.647165923,5,413,-0.632425304,5
E19142,Castleisland,Kerry,3285,1.165922205,9,3426,0.978708925,9,3330,0.88112564,8
E19143,Clogherbrien,Kerry,1564,-1.682374802,1,1645,-1.80895832,1,1478,-1.429914538,2
E19144,Cordal,Kerry,278,-1.133033543,3,283,-0.346977431,6,278,-0.764183072,4
E19145,Crinny,Kerry,307,-0.718657643,4,325,-0.151657918,6,289,-0.74588405,4
E19146,Derreen,Kerry,181,-0.799778798,4,193,-0.663422748,4,192,-0.085907699,7
E19147,Doon,Kerry,619,-0.993071855,3,695,-0.970269258,3,697,-1.353891375,2
E19148,Gneeves,Kerry,340,0.113867317,7,365,-0.254336137,6,371,-0.256653435,6
E19149,Kerryhead,Kerry,575,0.675891286,8,617,0.274543986,7,578,-0.045416953,7
E19150,Kilflyn,Kerry,280,-0.558720864,5,264,-0.651850376,5,256,-0.795552233,4
E19151,Kilgarrylander,Kerry,634,-0.426136999,6,666,-0.052978964,7,643,-0.38489279,6
E19152,Kilgobban,Kerry,270,-0.373238404,6,293,-0.148300202,6,272,0.227487764,7
E19153,Killahan,Kerry,317,-0.355619691,6,335,-1.092930999,3,358,-1.267834461,2
E19154,Kilmurry,Kerry,305,0.432791084,8,326,-0.258539448,6,289,0.201698153,7
E19155,Kiltallagh,Kerry,597,-1.157393723,3,568,-0.062045811,7,565,-0.864094827,4
E19156,Knockglass,Kerry,320,-1.227797386,2,334,-1.097671614,3,353,-1.47995131,2
E19157,Knocknagashel,Kerry,721,0.283669847,8,697,0.462546972,8,706,0.434466474,8
E19158,Lackabaun,Kerry,445,-0.340780988,6,454,-0.561982142,5,435,0.013896434,7
E19159,Millbrook,Kerry,469,-0.028890395,7,451,-0.522943138,5,458,-0.080222644,7
E19160,Mount Eagle,Kerry,185,-0.411843836,6,171,-0.690147747,4,177,-0.565434544,5
E19161,Nohaval,Kerry,349,-1.120982292,3,374,-1.525624053,2,354,-1.13543042,3
E19162,O'Brennan,Kerry,463,-0.934863016,4,508,-1.095933673,3,498,-1.217970339,2
E19163,Ratass,Kerry,1071,-1.60921453,1,1092,-1.883316878,1,1079,-1.650422418,1
E19164,Scartaglin,Kerry,631,-0.950554756,3,662,-0.48221189,5,706,-1.210994442,2
E19165,Tralee Rural,Kerry,16611,1.257349131,9,17952,1.206157301,9,17825,1.505848218,9
E19166,Tubrid,Kerry,780,-0.760411175,4,817,-1.127356624,3,838,-1.387935086,2
E20001,Abbey A,Limerick City,4616,-0.758769275,4,4678,-0.730282678,4,4636,-0.299889408,6
E20002,Abbey B,Limerick City,2040,0.450423968,8,2497,0.67730615,8,2653,1.000076038,9
E20003,Abbey C,Limerick City,602,4.864007028,10,509,5.579290714,10,602,6.999311228,10
E20004,Abbey D,Limerick City,1503,3.598821406,10,1456,4.012192278,10,1517,3.882719254,10
E20005,Ballinacurra A,Limerick City,1955,-0.670717349,5,2137,-1.444462185,2,1962,-0.98658915,3
E20006,Ballinacurra B,Limerick City,1502,1.371450782,9,1375,1.851278706,9,1371,2.301852533,10
E20007,Ballynanty,Limerick City,3468,7.705432487,10,2918,7.634473932,10,2891,8.73775718,10
E20008,Castle A,Limerick City,1221,0.03324825,7,1157,0.22450374,7,1140,0.379225866,8
E20009,Castle B,Limerick City,486,0.108057204,7,508,-0.129443544,6,458,-0.073313455,7
E20010,Castle C,Limerick City,973,-1.275019732,2,1171,-1.238748059,2,1245,-0.915317101,4
E20011,Castle D,Limerick City,2207,-2.269971683,1,2155,-2.411760203,1,2081,-2.348938706,1
E20012,Coolraine,Limerick City,1774,-1.109401155,3,1625,-1.108753199,3,1573,-1.022550932,3
E20013,Custom House,Limerick City,535,7.87197597,10,570,7.916323711,10,736,7.30119025,10
E20014,Dock A,Limerick City,2138,5.581455037,10,1799,5.388883787,10,2339,6.157268382,10
E20015,Dock B,Limerick City,845,4.354608171,10,1080,4.112838482,10,1077,3.564502188,10
E20016,Dock C,Limerick City,1046,2.101719131,10,1028,1.809069816,9,976,2.208713869,10
E20017,Dock D,Limerick City,937,1.478618373,9,872,-0.602747434,5,773,0.028263956,7
E20018,Farranshone,Limerick City,1111,-0.767453986,4,948,-0.703177206,4,963,-0.594994218,5
E20019,Galvone A,Limerick City,1542,3.3750162,10,1467,3.345584811,10,1502,3.664468126,10
E20020,Galvone B,Limerick City,1574,10.2862623,10,878,9.03582595,10,664,9.695373934,10
E20021,Glentworth A,Limerick City,594,5.501815942,10,498,4.371276436,10,554,5.272060264,10
E20022,Glentworth B,Limerick City,1241,2.066342291,10,1169,2.437617161,10,1198,2.898894942,10
E20023,Glentworth C,Limerick City,549,7.301848707,10,524,6.799254268,10,502,7.342826051,10
E20024,John's A,Limerick City,1211,11.03001028,10,863,9.654872758,10,759,10.75889799,10
E20025,John's B,Limerick City,1053,6.26964211,10,976,6.196255299,10,952,6.400811171,10
E20026,John's C,Limerick City,438,4.882371086,10,368,2.731169222,10,456,4.220044575,10
E20027,Killeely A,Limerick City,1579,6.079464255,10,1445,6.886094877,10,1467,7.292925827,10
E20028,Killeely B,Limerick City,950,4.734804831,10,810,5.673633599,10,821,6.08424289,10
E20029,Market,Limerick City,1409,5.69530887,10,1755,4.871367138,10,2035,4.912191265,10
E20030,Prospect A,Limerick City,1014,4.929712248,10,1039,4.872530888,10,826,6.253568446,10
E20031,Prospect B,Limerick City,1026,8.460079647,10,751,6.440932057,10,715,6.771571532,10
E20032,Rathbane,Limerick City,1702,6.512078766,10,1567,6.724964037,10,1593,6.714745096,10
E20033,St. Laurence,Limerick City,1106,0.818098426,8,1116,1.954533209,9,965,3.565461941,10
E20034,Shannon A,Limerick City,458,3.766140343,10,704,2.436390978,10,994,2.129031177,10
E20035,Shannon B,Limerick City,519,6.033298051,10,662,5.33778961,10,925,6.047973495,10
E20036,Singland A,Limerick City,1754,3.949857938,10,1677,4.801805777,10,1664,5.76084233,10
E20037,Singland B,Limerick City,3861,0.146411333,7,3869,0.732833436,8,3873,0.957483776,9
E20065,Limerick North Rural,Limerick,7251,1.49221995,9,6485,0.667064334,8,6801,0.615705966,8
E21001,Abbeyville,Limerick,291,-0.981426877,3,344,-0.404564759,5,353,-1.271981847,2
E21002,Adare North,Limerick,593,-1.601608498,1,622,-2.257973821,1,585,-2.0384292,1
E21003,Adare South,Limerick,1860,-0.22686707,6,2028,-0.443364571,5,2031,-0.848843351,4
E21004,Ballingarry,Limerick,838,0.408593242,8,930,0.047539861,7,936,0.133336614,7
E21005,Ballyagran,Limerick,507,-0.311302729,6,507,0.018366278,7,494,-0.482681308,5
E21006,Ballygrennan,Limerick,273,-0.909059629,4,320,-1.217825099,2,298,-1.116624404,3
E21007,Ballynabanoge,Limerick,313,-0.681547407,5,330,-0.377248556,6,327,-0.795251032,4
E21008,Ballynoe,Limerick,445,-1.195633513,2,452,-0.515382479,5,469,-1.24446288,2
E21009,Castletown,Limerick,377,-1.267929172,2,370,-0.757650875,4,364,-1.780404308,1
E21010,Coolrus,Limerick,417,-1.079567467,3,408,-0.255578753,6,415,-1.035541474,3
E21011,Crean,Limerick,419,-1.122413869,3,403,-0.826487785,4,412,-0.663398322,5
E21012,Crecora,Limerick,429,-1.475307548,1,443,-1.521871585,2,426,-1.648480546,1
E21013,Croom,Limerick,1597,1.3732018,9,1690,1.970952739,9,1692,1.527193136,9
E21014,Dunnaman,Limerick,628,-1.886308261,1,686,-1.778677855,1,690,-1.678110973,1
E21015,Fedamore,Limerick,1088,0.215883636,7,1222,0.758850871,8,1257,0.774314241,8
E21016,Garrane,Limerick,308,-0.74061778,4,294,-0.954228194,3,294,-1.078698541,3
E21017,Grange,Limerick,493,-0.893401699,4,524,-1.376727827,2,538,-1.500227878,1
E21018,Kilfinny,Limerick,265,-1.561850485,1,270,-1.131407799,3,279,-1.872021061,1
E21019,Kilpeacon,Limerick,498,-1.597621461,1,539,-2.157571769,1,527,-2.222500101,1
E21020,Rathmore,Limerick,288,-0.200206801,6,289,-0.219734816,6,298,-0.70197992,5
E21021,Fleanmore,Limerick,205,-1.091224011,3,213,-0.884855273,4,217,-0.821801317,4
E21022,Glin,Limerick,1211,0.181156253,7,1195,0.032971547,7,1162,0.125023333,7
E21023,Kilfergus,Limerick,503,-0.218897249,6,448,0.097093478,7,416,0.510957779,8
E21024,Kilmoylan,Limerick,461,0.153008915,7,431,0.753342602,8,403,0.296323776,8
E21025,Ardpatrick,Limerick,401,-1.0712426,3,388,-0.889337472,4,380,-0.610329833,5
E21026,Athlacca,Limerick,360,-0.213816909,6,407,0.71855114,8,384,-0.050397165,7
E21027,Ballymacshaneboy,Limerick,434,-1.21699913,2,476,-0.830975163,4,485,-0.855522885,4
E21028,Bruff,Limerick,1264,0.567799569,8,1386,0.987160486,9,1415,1.088017394,9
E21029,Bruree,Limerick,1002,2.212753803,10,1159,0.887193328,8,1199,1.434952581,9
E21030,Bulgaden,Limerick,350,0.066398734,7,346,-0.463521773,5,340,-1.251335604,2
E21031,Cahercorney,Limerick,602,-1.060371758,3,722,-1.218546305,2,733,-1.578099369,1
E21032,Colmanswell,Limerick,550,-0.985090251,3,540,-1.071890485,3,548,-0.825349364,4
E21033,Darragh,Limerick,316,-1.479954832,1,316,-0.874856605,4,308,-1.16769353,2
E21034,Dromin,Limerick,523,-1.231461192,2,562,-0.796991755,4,555,-0.974392433,3
E21035,Emlygrennan,Limerick,662,-0.463034969,5,748,-0.112795306,6,759,-0.338898108,6
E21036,Glenbrohane,Limerick,402,-0.729034749,4,452,-0.719674222,4,430,-0.39962733,6
E21037,Griston,Limerick,262,-1.463721892,1,299,-0.817825686,4,304,-1.194315855,2
E21038,Hospital,Limerick,1206,0.442344443,8,1257,1.180984912,9,1312,0.653767924,8
E21039,Kilfinnane,Limerick,1087,1.351470621,9,1129,1.512723908,9,1121,1.548720599,9
E21040,Kilflyn,Limerick,226,-0.779490198,4,227,-0.284122153,6,199,-0.242514231,6
E21041,Kilmallock,Limerick,2201,1.967016468,9,2373,1.850958559,9,2394,2.098530426,10
E21042,Kilteely,Limerick,553,1.243382423,9,609,1.666314349,9,574,0.817007437,8
E21043,Knockainy,Limerick,672,-0.907628816,4,732,-0.8929084,4,722,-1.202952968,2
E21044,Knocklong,Limerick,868,-0.190946765,6,885,0.903344534,8,874,0.79839807,8
E21045,Particles,Limerick,190,-0.25406011,6,222,0.421327503,8,240,0.063881413,7
E21046,Rockhill,Limerick,318,-0.88395588,4,330,-0.970510724,3,321,-0.823107211,4
E21047,Tobernea,Limerick,623,-1.290279064,2,670,-1.48637648,2,643,-1.148959377,3
E21048,Uregare,Limerick,565,-0.736939541,4,625,-0.86299497,4,631,-0.862339141,4
E21049,Abington,Limerick,756,-1.255180968,2,1206,-0.72587791,4,1238,-0.755725338,4
E21050,Ballybricken,Limerick,1606,-1.643322957,1,1738,-1.831386638,1,1814,-1.718497504,1
E21051,Ballycummin,Limerick,16335,-0.795560532,4,17490,-0.546813715,5,18388,-0.538985415,5
E21052,Ballysimon,Limerick,11321,-0.994197332,3,13073,-1.594592758,1,13590,-1.223037275,2
E21053,Ballyvarra,Limerick,4110,-1.726362193,1,4269,-1.872324474,1,4288,-1.661766507,1
E21054,Caherconlish East,Limerick,510,-1.218757161,2,514,-1.459093132,2,507,-1.112602894,3
E21055,Caherconlish West,Limerick,1393,0.297785457,8,2050,0.244362001,7,2236,0.32599376,8
E21056,Caherelly,Limerick,281,-0.976783803,3,342,-1.601076895,1,364,-0.961634219,3
E21057,Cappamore,Limerick,1407,1.320210012,9,1428,1.838565857,9,1362,1.210766851,9
E21058,Carrig,Limerick,590,-1.529464741,1,607,-1.302710178,2,593,-1.319694776,2
E21059,Castleconnell,Limerick,2634,0.017620689,7,3180,-0.496568847,5,3332,-0.41742898,6
E21060,Clarina,Limerick,1650,-1.591163739,1,1730,-1.664019379,1,1770,-1.52571969,1
E21061,Clonkeen,Limerick,691,-1.486860633,1,920,-1.062884786,3,973,-0.930574636,3
E21062,Doon West,Limerick,220,-0.57136466,5,240,-1.298223477,2,237,-0.977572016,3
E21063,Glenstal,Limerick,931,-0.061089714,7,1095,-0.567177257,5,1140,-0.322481015,6
E21064,Kilmurry,Limerick,868,-0.676710438,5,897,-0.754093835,4,909,-0.952295625,3
E21066,Limerick South Rural,Limerick,1424,-0.730436561,4,1660,-0.280732204,6,1786,-0.186035186,6
E21067,Patrickswell,Limerick,1522,0.37411622,8,1445,0.259925685,7,1451,0.49686915,8
E21068,Roxborough,Limerick,1605,-2.111049822,1,1601,-2.400024979,1,1495,-2.275441073,1
E21069,Anglesborough,Limerick,325,-0.952963379,3,336,-1.324646776,2,339,-1.056478858,3
E21070,Ballylanders,Limerick,611,1.239226039,9,652,1.86229911,9,628,1.203321885,9
E21071,Cullane,Limerick,355,-0.615340452,5,367,-0.337139179,6,374,-0.805509431,4
E21072,Duntryleague,Limerick,321,-0.379488466,6,352,-0.987112011,3,333,-1.681833866,1
E21073,Galbally,Limerick,554,1.052823257,9,546,1.403830854,9,563,1.256602985,9
E21074,Kilbeheny,Limerick,250,-0.694166484,5,253,-0.653095339,5,237,-0.516899995,5
E21075,Kilglass,Limerick,280,-0.819970911,4,312,-0.998251286,3,302,-1.128272227,3
E21076,Knocknascrow,Limerick,162,0.045131912,7,191,0.333287558,8,194,-0.594193428,5
E21077,Riversdale,Limerick,218,-0.024893992,7,238,-0.188632801,6,252,-0.709724437,5
E21078,Abbeyfeale,Limerick,2508,2.232249543,10,2528,2.314590573,10,2542,2.649010673,10
E21079,Ardagh,Limerick,977,0.32728543,8,1006,0.333662041,8,981,-0.374534455,6
E21080,Ballintober,Limerick,362,-0.392921253,6,360,-0.321511374,6,361,-0.484741257,5
E21081,Ballynoe West,Limerick,316,-0.737718153,4,336,-0.064621233,7,335,-0.335257174,6
E21082,Boola,Limerick,142,-0.51532298,5,138,-0.726843741,4,145,-1.233386082,2
E21083,Broadford,Limerick,894,-0.217082202,6,917,-0.014265525,7,960,-0.805876177,4
E21084,Caher,Limerick,337,0.137425017,7,364,0.024463118,7,353,-0.002645847,7
E21085,Cleanglass,Limerick,311,0.012497532,7,282,-0.330680544,6,280,-0.382237438,6
E21086,Cloncagh,Limerick,259,-1.660034214,1,294,-1.648101398,1,296,-1.135396118,3
E21087,Danganbeg,Limerick,384,-0.795143028,4,415,-0.784210698,4,411,-0.913466221,4
E21088,Dromcolliher,Limerick,983,0.261161914,8,984,0.109220103,7,945,0.284876582,8
E21089,Dromtrasna,Limerick,841,-0.72519273,4,890,-0.659548971,4,900,-1.019761456,3
E21090,Feenagh,Limerick,314,-1.378191814,2,347,-0.943828271,3,333,-0.13920487,6
E21091,Garryduff,Limerick,295,-1.447365553,2,284,-1.397384885,2,270,-1.332297838,2
E21092,Glenagower,Limerick,511,0.205543584,7,527,1.267591414,9,494,1.397597568,9
E21093,Glengort,Limerick,712,0.000353658,7,701,0.10139925,7,672,-0.047687338,7
E21094,Glensharrold,Limerick,437,1.445554646,9,448,2.537120097,10,416,1.393961215,9
E21095,Kilmeedy,Limerick,344,0.743988213,8,373,-0.527550646,5,354,0.31131405,8
E21096,Knockaderry,Limerick,477,-0.936984297,4,506,-1.256865131,2,513,-1.150404905,3
E21097,Mahoonagh,Limerick,517,0.265022075,8,511,0.806406544,8,522,0.208151614,7
E21098,Monagay,Limerick,1113,-0.302643519,6,1219,-0.441959859,5,1221,-0.477876857,5
E21099,Mountcollins,Limerick,509,0.93217001,9,490,0.882217511,8,486,0.934550213,9
E21100,Mountplummer,Limerick,315,0.031214687,7,328,-0.463377361,5,327,-0.1405812,6
E21101,Newcastle Rural,Limerick,1961,-0.185526075,6,2218,-0.427048753,5,2264,-0.284877434,6
E21102,Newcastle Urban,Limerick,3922,2.143535192,10,4880,2.158182792,10,5104,2.120235401,10
E21103,Port,Limerick,547,0.431731017,8,541,0.782504003,8,504,-0.004555235,7
E21104,Rathronan,Limerick,841,1.214448306,9,852,0.994237586,9,864,1.033138565,9
E21105,Rooskagh,Limerick,292,0.23797651,7,300,0.474041807,8,281,0.093677432,7
E21106,Templeglentan,Limerick,846,-0.068311155,7,915,0.651184633,8,974,0.002186026,7
E21107,Askeaton East,Limerick,687,1.671782962,9,659,2.110427016,10,622,2.998387014,10
E21108,Askeaton West,Limerick,1002,1.487867017,9,1178,2.03951031,10,1186,1.709060503,9
E21109,Aughinish,Limerick,264,-0.444258921,6,213,-0.6655492,4,238,-0.815216164,4
E21110,Ballyallinan,Limerick,387,-0.841068426,4,415,-1.187649076,3,428,-1.367281069,2
E21111,Ballynacarriga,Limerick,645,-1.168983744,3,820,-1.087092687,3,861,-1.435541381,2
E21112,Castletown,Limerick,415,-1.046828889,3,452,-0.973942633,3,480,-0.94890631,3
E21113,Craggs,Limerick,272,-0.945261181,4,272,-1.024625859,3,258,-0.852315255,4
E21114,Croagh,Limerick,693,-1.008613298,3,748,-1.898730106,1,773,-1.810339152,1
E21115,Dromard,Limerick,749,-1.273687082,2,857,-1.82697712,1,882,-1.703946676,1
E21116,Dunmoylan East,Limerick,460,-0.786285289,4,467,-1.283472643,2,441,-1.150261271,3
E21117,Dunmoylan West,Limerick,85,0.16747849,7,79,-0.212385349,6,66,-0.174733707,6
E21118,Iveruss,Limerick,277,-1.401576118,2,287,-0.890551708,4,303,-0.486303579,5
E21119,Kilcornan,Limerick,671,-1.231453045,2,745,-1.232514025,2,772,-1.733229631,1
E21120,Kildimo,Limerick,598,-1.686202382,1,666,-1.586065342,1,669,-1.711640726,1
E21121,Kilscannell,Limerick,478,-1.039461655,3,534,-1.287568998,2,513,-1.289744903,2
E21122,Lismakeery,Limerick,427,-0.293154489,6,428,-0.186678392,6,433,-0.54245268,5
E21123,Loghill,Limerick,707,-0.321475833,6,734,0.992551975,9,673,1.236158224,9
E21124,Mohernagh,Limerick,137,-0.756981525,4,138,-1.002321199,3,136,-0.530334235,5
E21125,Nantinan,Limerick,769,-0.424923074,6,759,-0.371959893,6,730,-0.720749592,4
E21126,Pallaskenry,Limerick,1016,0.100826191,7,1076,0.623583795,8,1075,0.14294215,7
E21127,Rathkeale Rural,Limerick,360,0.312515581,8,321,-1.050833838,3,316,-0.812369671,4
E21128,Rathkeale Urban,Limerick,1445,5.152165876,10,1479,4.456028925,10,1371,4.668419405,10
E21129,Riddlestown,Limerick,485,-0.696366744,5,593,-0.670993675,4,586,-0.846483344,4
E21130,Shanagolden,Limerick,1004,0.928364772,9,946,0.891246671,8,927,0.561997411,8
E21131,Shanid,Limerick,478,-1.211841989,2,523,-1.140363001,3,532,-0.832544582,4
E21132,Bilboa,Limerick,402,-0.696603651,5,405,-0.536779214,5,409,-0.279653795,6
E21133,Doon South,Limerick,1250,0.039131779,7,1290,0.318628351,7,1268,0.574819086,8
E21134,Grean,Limerick,1374,0.279465733,8,1504,0.56484238,8,1506,0.472725855,8
E21135,Oola,Limerick,1089,-0.090607057,7,1061,-0.293512561,6,1082,-0.343803718,6
E21136,Templebredon,Limerick,498,-0.623507596,5,550,-0.813812571,4,547,-0.916910162,4
E22001,Nenagh East Urban,North Tipperary,2680,2.076830026,10,2912,2.151229815,10,3175,2.621409946,10
E22002,Nenagh West Urban,North Tipperary,4735,1.617655037,9,5111,1.807860038,9,5481,1.961144918,9
E22003,Templemore,North Tipperary,2255,1.836662786,9,1941,2.269893366,10,1946,2.858008145,10
E22004,Thurles Urban,North Tipperary,6831,2.075189186,10,6929,2.414174276,10,6814,2.856826126,10
E22005,Aglishcloghane,North Tipperary,289,-0.60451024,5,299,-0.464295841,5,267,-0.289756142,6
E22006,Ballingarry,North Tipperary,574,-0.020819722,7,531,-0.598161092,5,503,-0.288895307,6
E22007,Ballylusky,North Tipperary,307,-1.397547919,2,349,-1.46353792,2,337,-1.249160367,2
E22008,Borrisokane,North Tipperary,1139,1.233576124,9,1294,1.869561618,9,1254,2.053430858,9
E22009,Carrig,North Tipperary,188,-1.170180395,3,174,-1.815162956,1,177,-1.959539007,1
E22010,Cloghjordan,North Tipperary,784,0.342595422,8,973,1.063958097,9,1055,0.578264603,8
E22011,Cloghprior,North Tipperary,270,-1.281816355,2,294,-0.349010101,6,300,-0.539457621,5
E22012,Clohaskin,North Tipperary,196,-0.735054967,4,242,-0.454188714,5,230,-0.788085161,4
E22013,Finnoe,North Tipperary,186,-0.244198123,6,188,-0.332631335,6,201,-0.639075585,5
E22014,Graigue,North Tipperary,276,0.715287436,8,299,0.844119775,8,279,0.814325121,8
E22015,Kilbarron,North Tipperary,572,-1.031390714,3,601,-1.089816022,3,604,-1.285202488,2
E22016,Lorrha East,North Tipperary,338,0.739329911,8,319,1.538882385,9,296,1.75353337,9
E22017,Lorrha West,North Tipperary,347,-1.325141007,2,321,-1.32330453,2,310,-0.830316944,4
E22018,Mertonhall,North Tipperary,149,-1.945434007,1,178,-1.753680007,1,172,-1.299694914,2
E22019,Rathcabban,North Tipperary,243,0.246179402,7,312,0.900424116,8,304,0.817660068,8
E22020,Redwood,North Tipperary,131,-0.767371913,4,128,-0.883111121,4,139,-1.10192393,3
E22021,Riverstown,North Tipperary,522,-1.080748485,3,566,-1.121482116,3,555,-0.777281901,4
E22022,Terryglass,North Tipperary,451,-1.444127437,2,479,-1.262457393,2,479,-1.461126962,2
E22023,Uskane,North Tipperary,213,-1.116013971,3,248,-1.162892858,3,250,-1.105032719,3
E22024,Abington,North Tipperary,555,-0.40732033,6,615,0.625126674,8,572,0.078759229,7
E22025,Aghnameadle,North Tipperary,275,-0.707275356,5,290,-1.653942496,1,300,-1.67123511,1
E22026,Ardcrony,North Tipperary,488,-0.625047039,5,525,-0.705271695,4,558,-0.824195339,4
E22027,Ballina,North Tipperary,2459,-1.633309319,1,2959,-1.021544559,3,3124,-1.06517243,3
E22028,Ballygibbon,North Tipperary,526,-1.082379883,3,630,-1.161261777,3,616,-1.06351327,3
E22029,Ballymackey,North Tipperary,506,-1.045059627,3,546,-1.034168418,3,547,-1.355021283,2
E22030,Ballynaclogh,North Tipperary,654,-1.019670779,3,667,-0.358999896,6,677,-1.333418817,2
E22031,Birdhill,North Tipperary,671,-1.512056606,1,729,-1.383963305,2,733,-1.459439051,2
E22032,Burgesbeg,North Tipperary,425,-1.501316008,1,405,-1.271942629,2,430,-1.349592415,2
E22033,Carrigatogher,North Tipperary,705,-1.321093251,2,686,-1.373543135,2,702,-1.462860608,2
E22034,Castletown,North Tipperary,1352,0.089679479,7,1468,0.002949888,7,1470,0.164247031,7
E22035,Derrycastle,North Tipperary,423,-1.237262423,2,434,-1.687041894,1,428,-1.566279106,1
E22036,Dolla,North Tipperary,217,-0.445551076,6,235,-0.458597561,5,224,-1.208128471,2
